indice do pais,país,ano,métrica,emissão estimada de CO2, notas, fonte
417,Kyrgyzstan,2015,Emissions per capita (Kilograms of carbon dioxide),1.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
417,Kyrgyzstan,2019,Emissions per capita (Kilograms of carbon dioxide),1.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
417,Kyrgyzstan,2020,Emissions per capita (Kilograms of carbon dioxide),1.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
417,Kyrgyzstan,2021,Emissions per capita (Kilograms of carbon dioxide),1.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,1975,Emissions (thousand metric tons of carbon dioxide),255,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,1985,Emissions (thousand metric tons of carbon dioxide),207,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,2005,Emissions (thousand metric tons of carbon dioxide),1257,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,2010,Emissions (thousand metric tons of carbon dioxide),2560,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,2015,Emissions (thousand metric tons of carbon dioxide),8317,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,2019,Emissions (thousand metric tons of carbon dioxide),17752,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,2020,Emissions (thousand metric tons of carbon dioxide),17748,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,2021,Emissions (thousand metric tons of carbon dioxide),17914,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,1975,Emissions per capita (Kilograms of carbon dioxide),0.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,1985,Emissions per capita (Kilograms of carbon dioxide),0.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,2005,Emissions per capita (Kilograms of carbon dioxide),0.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,2010,Emissions per capita (Kilograms of carbon dioxide),0.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,2015,Emissions per capita (Kilograms of carbon dioxide),1.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,2019,Emissions per capita (Kilograms of carbon dioxide),2.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,2020,Emissions per capita (Kilograms of carbon dioxide),2.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
418,Lao People's Dem. Rep.,2021,Emissions per capita (Kilograms of carbon dioxide),2.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
428,Latvia,2005,Emissions (thousand metric tons of carbon dioxide),7534,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
428,Latvia,2010,Emissions (thousand metric tons of carbon dioxide),7964,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
428,Latvia,2015,Emissions (thousand metric tons of carbon dioxide),6634,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
428,Latvia,2019,Emissions (thousand metric tons of carbon dioxide),6735,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
428,Latvia,2020,Emissions (thousand metric tons of carbon dioxide),6078,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
428,Latvia,2021,Emissions (thousand metric tons of carbon dioxide),6288,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
428,Latvia,2005,Emissions per capita (Kilograms of carbon dioxide),3.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
428,Latvia,2010,Emissions per capita (Kilograms of carbon dioxide),3.8,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
428,Latvia,2015,Emissions per capita (Kilograms of carbon dioxide),3.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
428,Latvia,2019,Emissions per capita (Kilograms of carbon dioxide),3.5,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
428,Latvia,2020,Emissions per capita (Kilograms of carbon dioxide),3.2,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
428,Latvia,2021,Emissions per capita (Kilograms of carbon dioxide),3.4,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,1975,Emissions (thousand metric tons of carbon dioxide),5649,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,1985,Emissions (thousand metric tons of carbon dioxide),7660,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,2005,Emissions (thousand metric tons of carbon dioxide),14180,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,2010,Emissions (thousand metric tons of carbon dioxide),17802,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,2015,Emissions (thousand metric tons of carbon dioxide),23880,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,2019,Emissions (thousand metric tons of carbon dioxide),24813,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,2020,Emissions (thousand metric tons of carbon dioxide),23483,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,2021,Emissions (thousand metric tons of carbon dioxide),18922,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,1975,Emissions per capita (Kilograms of carbon dioxide),2.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,1985,Emissions per capita (Kilograms of carbon dioxide),2.7,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,2005,Emissions per capita (Kilograms of carbon dioxide),3.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,2010,Emissions per capita (Kilograms of carbon dioxide),3.6,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,2015,Emissions per capita (Kilograms of carbon dioxide),3.7,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,2019,Emissions per capita (Kilograms of carbon dioxide),4.3,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,2020,Emissions per capita (Kilograms of carbon dioxide),4.1,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
422,Lebanon,2021,Emissions per capita (Kilograms of carbon dioxide),3.4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
426,Lesotho,2005,Emissions (thousand metric tons of carbon dioxide),1891,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
426,Lesotho,2010,Emissions (thousand metric tons of carbon dioxide),2144,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
426,Lesotho,2015,Emissions (thousand metric tons of carbon dioxide),2122,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
426,Lesotho,2019,Emissions (thousand metric tons of carbon dioxide),2268,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
426,Lesotho,2020,Emissions (thousand metric tons of carbon dioxide),2059,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
426,Lesotho,2021,Emissions (thousand metric tons of carbon dioxide),3217,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
426,Lesotho,2005,Emissions per capita (Kilograms of carbon dioxide),1.0,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
426,Lesotho,2010,Emissions per capita (Kilograms of carbon dioxide),1.1,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
426,Lesotho,2015,Emissions per capita (Kilograms of carbon dioxide),1.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
426,Lesotho,2019,Emissions per capita (Kilograms of carbon dioxide),1.0,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
426,Lesotho,2020,Emissions per capita (Kilograms of carbon dioxide),0.9,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
426,Lesotho,2021,Emissions per capita (Kilograms of carbon dioxide),1.4,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
430,Liberia,1975,Emissions (thousand metric tons of carbon dioxide),1452,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
430,Liberia,1985,Emissions (thousand metric tons of carbon dioxide),688,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
430,Liberia,2005,Emissions (thousand metric tons of carbon dioxide),607,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
430,Liberia,2010,Emissions (thousand metric tons of carbon dioxide),695,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
430,Liberia,2015,Emissions (thousand metric tons of carbon dioxide),601,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
430,Liberia,2019,Emissions (thousand metric tons of carbon dioxide),812,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
430,Liberia,2020,Emissions (thousand metric tons of carbon dioxide),630,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
430,Liberia,2021,Emissions (thousand metric tons of carbon dioxide),589,,"United Nations Statistics Division, New York, Energy Statistics Section, last accessed Feb. 2024."
